
CommandType     Name                                               Version    Source
Function        New-MgEntitlementManagementResourceRequestResourc… 2.32.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRequestResourc… 2.31.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRequestResourc… 2.30.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRequestResourc… 2.32.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRequestResourc… 2.32.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRequestResourc… 2.31.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRequestResourc… 2.30.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRequestResourc… 2.30.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRequestResourc… 2.32.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRequestResourc… 2.31.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRole            2.31.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRole            2.30.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRole            2.32.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleResourceSc… 2.31.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleResourceSc… 2.30.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleResourceSc… 2.32.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleScope       2.31.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleScope       2.30.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleScope       2.32.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleScopeResou… 2.32.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleScopeResou… 2.31.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleScopeResou… 2.30.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleScopeResou… 2.32.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleScopeResou… 2.30.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleScopeResou… 2.31.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleScopeResou… 2.31.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleScopeResou… 2.30.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleScopeResou… 2.32.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleScopeRoleR… 2.31.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleScopeRoleR… 2.30.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleScopeRoleR… 2.32.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleScopeRoleR… 2.32.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleScopeRoleR… 2.31.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleScopeRoleR… 2.30.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleScopeRoleR… 2.30.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleScopeRoleR… 2.32.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceRoleScopeRoleR… 2.31.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceScope           2.30.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceScope           2.32.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceScope           2.31.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceScopeResourceR… 2.31.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceScopeResourceR… 2.30.0     Microsoft.Graph.Identity.Governance
Function        New-MgEntitlementManagementResourceScopeResourceR… 2.32.0     Microsoft.Graph.Identity.Governance
Function        New-MgExternalConnection                           2.31.0     Microsoft.Graph.Search
Function        New-MgExternalConnection                           2.30.0     Microsoft.Graph.Search
Function        New-MgExternalConnection                           2.32.0     Microsoft.Graph.Search
Function        New-MgExternalConnectionGroup                      2.31.0     Microsoft.Graph.Search
Function        New-MgExternalConnectionGroup                      2.30.0     Microsoft.Graph.Search
Function        New-MgExternalConnectionGroup                      2.32.0     Microsoft.Graph.Search
Function        New-MgExternalConnectionGroupMember                2.31.0     Microsoft.Graph.Search
Function        New-MgExternalConnectionGroupMember                2.30.0     Microsoft.Graph.Search
Function        New-MgExternalConnectionGroupMember                2.32.0     Microsoft.Graph.Search
Function        New-MgExternalConnectionItem                       2.32.0     Microsoft.Graph.Search
Function        New-MgExternalConnectionItem                       2.30.0     Microsoft.Graph.Search
Function        New-MgExternalConnectionItem                       2.31.0     Microsoft.Graph.Search
Function        New-MgExternalConnectionItemActivity               2.31.0     Microsoft.Graph.Search
Function        New-MgExternalConnectionItemActivity               2.30.0     Microsoft.Graph.Search
Function        New-MgExternalConnectionItemActivity               2.32.0     Microsoft.Graph.Search
Function        New-MgExternalConnectionOperation                  2.31.0     Microsoft.Graph.Search
Function        New-MgExternalConnectionOperation                  2.30.0     Microsoft.Graph.Search
Function        New-MgExternalConnectionOperation                  2.32.0     Microsoft.Graph.Search
Function        New-MgGroup                                        2.31.0     Microsoft.Graph.Groups
Function        New-MgGroup                                        2.30.0     Microsoft.Graph.Groups
Function        New-MgGroup                                        2.32.0     Microsoft.Graph.Groups
Function        New-MgGroupAcceptedSenderByRef                     2.31.0     Microsoft.Graph.Groups
Function        New-MgGroupAcceptedSenderByRef                     2.30.0     Microsoft.Graph.Groups
Function        New-MgGroupAcceptedSenderByRef                     2.32.0     Microsoft.Graph.Groups
Function        New-MgGroupAppRoleAssignment                       2.32.0     Microsoft.Graph.Applications
Function        New-MgGroupAppRoleAssignment                       2.30.0     Microsoft.Graph.Applications
Function        New-MgGroupAppRoleAssignment                       2.31.0     Microsoft.Graph.Applications
Function        New-MgGroupCalendarEvent                           2.31.0     Microsoft.Graph.Calendar
Function        New-MgGroupCalendarEvent                           2.30.0     Microsoft.Graph.Calendar
Function        New-MgGroupCalendarEvent                           2.32.0     Microsoft.Graph.Calendar
Function        New-MgGroupCalendarPermission                      2.31.0     Microsoft.Graph.Calendar
Function        New-MgGroupCalendarPermission                      2.30.0     Microsoft.Graph.Calendar
Function        New-MgGroupCalendarPermission                      2.32.0     Microsoft.Graph.Calendar
Function        New-MgGroupConversation                            2.31.0     Microsoft.Graph.Groups
Function        New-MgGroupConversation                            2.30.0     Microsoft.Graph.Groups
Function        New-MgGroupConversation                            2.32.0     Microsoft.Graph.Groups
Function        New-MgGroupConversationThread                      2.32.0     Microsoft.Graph.Groups
Function        New-MgGroupConversationThread                      2.30.0     Microsoft.Graph.Groups
Function        New-MgGroupConversationThread                      2.31.0     Microsoft.Graph.Groups
Function        New-MgGroupConversationThreadPostAttachment        2.31.0     Microsoft.Graph.Groups
Function        New-MgGroupConversationThreadPostAttachment        2.30.0     Microsoft.Graph.Groups
Function        New-MgGroupConversationThreadPostAttachment        2.32.0     Microsoft.Graph.Groups
Function        New-MgGroupConversationThreadPostAttachmentUpload… 2.31.0     Microsoft.Graph.Groups
Function        New-MgGroupConversationThreadPostAttachmentUpload… 2.30.0     Microsoft.Graph.Groups
Function        New-MgGroupConversationThreadPostAttachmentUpload… 2.32.0     Microsoft.Graph.Groups
Function        New-MgGroupConversationThreadPostExtension         2.31.0     Microsoft.Graph.Groups
Function        New-MgGroupConversationThreadPostExtension         2.30.0     Microsoft.Graph.Groups
Function        New-MgGroupConversationThreadPostExtension         2.32.0     Microsoft.Graph.Groups
Function        New-MgGroupConversationThreadPostInReplyToAttachm… 2.30.0     Microsoft.Graph.Groups
Function        New-MgGroupConversationThreadPostInReplyToAttachm… 2.32.0     Microsoft.Graph.Groups
Function        New-MgGroupConversationThreadPostInReplyToAttachm… 2.31.0     Microsoft.Graph.Groups
Function        New-MgGroupConversationThreadPostInReplyToAttachm… 2.30.0     Microsoft.Graph.Groups
Function        New-MgGroupConversationThreadPostInReplyToAttachm… 2.32.0     Microsoft.Graph.Groups
Function        New-MgGroupConversationThreadPostInReplyToAttachm… 2.31.0     Microsoft.Graph.Groups
Function        New-MgGroupConversationThreadPostInReplyToExtensi… 2.32.0     Microsoft.Graph.Groups
Function        New-MgGroupConversationThreadPostInReplyToExtensi… 2.30.0     Microsoft.Graph.Groups
Function        New-MgGroupConversationThreadPostInReplyToExtensi… 2.31.0     Microsoft.Graph.Groups
Function        New-MgGroupDrive                                   2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDrive                                   2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDrive                                   2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveBundle                             2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveBundle                             2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveBundle                             2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItem                               2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItem                               2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItem                               2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemAnalyticItemActivityStat       2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemAnalyticItemActivityStat       2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemAnalyticItemActivityStat       2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemChild                          2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemChild                          2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemChild                          2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemLink                           2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemLink                           2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemLink                           2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemListItemDocumentSetVersion     2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemListItemDocumentSetVersion     2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemListItemDocumentSetVersion     2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemListItemLink                   2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemListItemLink                   2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemListItemLink                   2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemListItemVersion                2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemListItemVersion                2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemListItemVersion                2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemPermission                     2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemPermission                     2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemPermission                     2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemSubscription                   2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemSubscription                   2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemSubscription                   2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemThumbnail                      2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemThumbnail                      2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemThumbnail                      2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemUploadSession                  2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemUploadSession                  2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemUploadSession                  2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemVersion                        2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemVersion                        2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveItemVersion                        2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListColumn                         2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListColumn                         2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListColumn                         2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListContentType                    2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListContentType                    2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListContentType                    2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListContentTypeColumn              2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListContentTypeColumn              2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListContentTypeColumn              2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListContentTypeColumnLink          2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListContentTypeColumnLink          2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListContentTypeColumnLink          2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListItem                           2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListItem                           2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListItem                           2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListItemDocumentSetVersion         2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListItemDocumentSetVersion         2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListItemDocumentSetVersion         2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListItemLink                       2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListItemLink                       2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListItemLink                       2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListItemVersion                    2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListItemVersion                    2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListItemVersion                    2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListOperation                      2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListOperation                      2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListOperation                      2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListSubscription                   2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListSubscription                   2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveListSubscription                   2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootAnalyticItemActivityStat       2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootAnalyticItemActivityStat       2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootAnalyticItemActivityStat       2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootChild                          2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootChild                          2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootChild                          2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootLink                           2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootLink                           2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootLink                           2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootListItemDocumentSetVersion     2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootListItemDocumentSetVersion     2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootListItemDocumentSetVersion     2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootListItemLink                   2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootListItemLink                   2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootListItemLink                   2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootListItemVersion                2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootListItemVersion                2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootListItemVersion                2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootPermission                     2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootPermission                     2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootPermission                     2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootSubscription                   2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootSubscription                   2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootSubscription                   2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootThumbnail                      2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootThumbnail                      2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootThumbnail                      2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootUploadSession                  2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootUploadSession                  2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootUploadSession                  2.32.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootVersion                        2.31.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootVersion                        2.30.0     Microsoft.Graph.Files
Function        New-MgGroupDriveRootVersion                        2.32.0     Microsoft.Graph.Files
Function        New-MgGroupEvent                                   2.31.0     Microsoft.Graph.Calendar
Function        New-MgGroupEvent                                   2.30.0     Microsoft.Graph.Calendar
Function        New-MgGroupEvent                                   2.32.0     Microsoft.Graph.Calendar
Function        New-MgGroupEventAttachment                         2.30.0     Microsoft.Graph.Calendar
Function        New-MgGroupEventAttachment                         2.32.0     Microsoft.Graph.Calendar
Function        New-MgGroupEventAttachment                         2.31.0     Microsoft.Graph.Calendar
Function        New-MgGroupEventAttachmentUploadSession            2.30.0     Microsoft.Graph.Calendar
Function        New-MgGroupEventAttachmentUploadSession            2.32.0     Microsoft.Graph.Calendar
Function        New-MgGroupEventAttachmentUploadSession            2.31.0     Microsoft.Graph.Calendar
Function        New-MgGroupEventExtension                          2.30.0     Microsoft.Graph.Calendar
Function        New-MgGroupEventExtension                          2.32.0     Microsoft.Graph.Calendar
Function        New-MgGroupEventExtension                          2.31.0     Microsoft.Graph.Calendar
Function        New-MgGroupExtension                               2.31.0     Microsoft.Graph.Groups
Function        New-MgGroupExtension                               2.30.0     Microsoft.Graph.Groups
Function        New-MgGroupExtension                               2.32.0     Microsoft.Graph.Groups
Function        New-MgGroupLifecyclePolicy                         2.31.0     Microsoft.Graph.Groups
Function        New-MgGroupLifecyclePolicy                         2.30.0     Microsoft.Graph.Groups
Function        New-MgGroupLifecyclePolicy                         2.32.0     Microsoft.Graph.Groups
Function        New-MgGroupMember                                  2.31.0     Microsoft.Graph.Groups
Function        New-MgGroupMember                                  2.30.0     Microsoft.Graph.Groups
Function        New-MgGroupMember                                  2.32.0     Microsoft.Graph.Groups
Function        New-MgGroupMemberByRef                             2.31.0     Microsoft.Graph.Groups
Function        New-MgGroupMemberByRef                             2.30.0     Microsoft.Graph.Groups
Function        New-MgGroupMemberByRef                             2.32.0     Microsoft.Graph.Groups
Function        New-MgGroupOnenoteNotebook                         2.31.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteNotebook                         2.30.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteNotebook                         2.32.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteNotebookSection                  2.32.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteNotebookSection                  2.30.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteNotebookSection                  2.31.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteNotebookSectionGroup             2.31.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteNotebookSectionGroup             2.30.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteNotebookSectionGroup             2.32.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteNotebookSectionGroupSection      2.31.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteNotebookSectionGroupSection      2.30.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteNotebookSectionGroupSection      2.32.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteNotebookSectionGroupSectionPage  2.31.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteNotebookSectionGroupSectionPage  2.30.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteNotebookSectionGroupSectionPage  2.32.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteNotebookSectionPage              2.31.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteNotebookSectionPage              2.30.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteNotebookSectionPage              2.32.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteOperation                        2.30.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteOperation                        2.32.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteOperation                        2.31.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenotePage                             2.32.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenotePage                             2.30.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenotePage                             2.31.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteResource                         2.31.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteResource                         2.30.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteResource                         2.32.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteSection                          2.31.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteSection                          2.30.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteSection                          2.32.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteSectionGroup                     2.31.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteSectionGroup                     2.30.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteSectionGroup                     2.32.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteSectionGroupSection              2.31.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteSectionGroupSection              2.30.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteSectionGroupSection              2.32.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteSectionGroupSectionPage          2.30.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteSectionGroupSectionPage          2.32.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteSectionGroupSectionPage          2.31.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteSectionPage                      2.31.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteSectionPage                      2.30.0     Microsoft.Graph.Notes
Function        New-MgGroupOnenoteSectionPage                      2.32.0     Microsoft.Graph.Notes
Function        New-MgGroupOwner                                   2.31.0     Microsoft.Graph.Groups
Function        New-MgGroupOwner                                   2.30.0     Microsoft.Graph.Groups
Function        New-MgGroupOwner                                   2.32.0     Microsoft.Graph.Groups
Function        New-MgGroupOwnerByRef                              2.31.0     Microsoft.Graph.Groups
Function        New-MgGroupOwnerByRef                              2.30.0     Microsoft.Graph.Groups
Function        New-MgGroupOwnerByRef                              2.32.0     Microsoft.Graph.Groups
Function        New-MgGroupPermissionGrant                         2.31.0     Microsoft.Graph.Groups
Function        New-MgGroupPermissionGrant                         2.32.0     Microsoft.Graph.Groups
Function        New-MgGroupPermissionGrant                         2.30.0     Microsoft.Graph.Groups
Function        New-MgGroupRejectedSenderByRef                     2.31.0     Microsoft.Graph.Groups
Function        New-MgGroupRejectedSenderByRef                     2.32.0     Microsoft.Graph.Groups
Function        New-MgGroupRejectedSenderByRef                     2.30.0     Microsoft.Graph.Groups
Function        New-MgGroupSetting                                 2.30.0     Microsoft.Graph.Groups
Function        New-MgGroupSetting                                 2.32.0     Microsoft.Graph.Groups
Function        New-MgGroupSetting                                 2.31.0     Microsoft.Graph.Groups
Function        New-MgGroupSettingTemplateGroupSettingTemplate     2.31.0     Microsoft.Graph.Groups
Function        New-MgGroupSettingTemplateGroupSettingTemplate     2.30.0     Microsoft.Graph.Groups
Function        New-MgGroupSettingTemplateGroupSettingTemplate     2.32.0     Microsoft.Graph.Groups
Function        New-MgGroupSiteAnalyticItemActivityStat            2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteAnalyticItemActivityStat            2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteAnalyticItemActivityStat            2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteAnalyticItemActivityStatActivity    2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteAnalyticItemActivityStatActivity    2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteAnalyticItemActivityStatActivity    2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteColumn                              2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteColumn                              2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteColumn                              2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteContentType                         2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteContentType                         2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteContentType                         2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteContentTypeColumn                   2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteContentTypeColumn                   2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteContentTypeColumn                   2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteContentTypeColumnLink               2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteContentTypeColumnLink               2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteContentTypeColumnLink               2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteGetByPathColumn                     2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteGetByPathColumn                     2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteGetByPathColumn                     2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteGetByPathContentType                2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteGetByPathContentType                2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteGetByPathContentType                2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteGetByPathList                       2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteGetByPathList                       2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteGetByPathList                       2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteGetByPathOperation                  2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteGetByPathOperation                  2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteGetByPathOperation                  2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteGetByPathPage                       2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteGetByPathPage                       2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteGetByPathPage                       2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteGetByPathPermission                 2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteGetByPathPermission                 2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteGetByPathPermission                 2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteGetByPathTermStore                  2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteGetByPathTermStore                  2.30.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteGetByPathTermStore                  2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteList                                2.32.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteList                                2.31.0     Microsoft.Graph.Sites
Function        New-MgGroupSiteList                                2.30.0     Microsoft.Graph.Sites
