
CommandType     Name                                               Version    Source
Function        Get-MgDeviceAppManagementMobileAppAsIoVppApp       2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsIoVppApp       2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsIoVppAppAssig… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsIoVppAppAssig… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsIoVppAppAssig… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsIoVppAppAssig… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsIoVppAppAssig… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsIoVppAppAssig… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsIoVppAppCateg… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsIoVppAppCateg… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsIoVppAppCateg… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsIoVppAppCateg… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsIoVppAppCateg… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsIoVppAppCateg… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgApp    2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgApp    2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgApp    2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppAs… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppAs… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppAs… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppAs… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppAs… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppAs… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCa… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCa… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCa… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCa… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCa… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCa… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCo… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCo… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCo… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCo… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCo… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCo… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCo… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCo… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCo… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCo… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCo… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCo… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCo… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCo… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCo… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCo… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCo… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSDmgAppCo… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobApp    2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobApp    2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobApp    2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppAs… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppAs… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppAs… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppAs… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppAs… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppAs… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCa… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCa… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCa… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCa… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCa… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCa… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCo… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCo… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCo… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCo… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCo… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCo… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCo… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCo… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCo… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCo… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCo… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCo… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCo… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCo… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCo… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCo… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCo… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsMacOSLobAppCo… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagedAndroi… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagediOSLob… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagediOSLob… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagediOSLob… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagediOSLob… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagediOSLob… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagediOSLob… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagediOSLob… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagediOSLob… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagediOSLob… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagediOSLob… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagediOSLob… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagediOSLob… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagediOSLob… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagediOSLob… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagediOSLob… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagediOSLob… 2.31.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagediOSLob… 2.30.0     Microsoft.Graph.Devices.CorporateManagement
Function        Get-MgDeviceAppManagementMobileAppAsManagediOSLob… 2.32.0     Microsoft.Graph.Devices.CorporateManagement
